record_id,scenario_id,case_id,layer,task_type,endpoint_family,condition,reference_answerability,reference_outcome,reference_basis,source_label,reference_quality_flag,disputed_reference,dispute_reason,source_scenario_path,source_ground_truth_path
L1-0089,S016,TC6_ShortDistance_NoObstacle,1,IN_FLIGHT_CONTINGENCY,CONTINGENCY_ACTION,RAW,ANSWERABLE,CONTINUE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S016_realtime_obstacle_avoidance.jsonc,data/main/layer1/references/S016_violations.json
L1-0090,S017,TC1_ExceedPayloadLimit,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,REJECT,DETERMINISTIC,REJECT,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S017_payload_and_drop_restrictions.jsonc,data/main/layer1/references/S017_violations.json
L1-0091,S017,TC2_NormalPayload,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S017_payload_and_drop_restrictions.jsonc,data/main/layer1/references/S017_violations.json
L1-0092,S017,TC3_DropInUrbanArea,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,REJECT,DETERMINISTIC,REJECT,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S017_payload_and_drop_restrictions.jsonc,data/main/layer1/references/S017_violations.json
L1-0093,S017,TC4_DropInSafeZone,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S017_payload_and_drop_restrictions.jsonc,data/main/layer1/references/S017_violations.json
L1-0094,S017,TC5_DropWithoutApproval,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,REJECT,DETERMINISTIC,REJECT,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S017_payload_and_drop_restrictions.jsonc,data/main/layer1/references/S017_violations.json
L1-0095,S017,TC6_PayloadBoundary,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S017_payload_and_drop_restrictions.jsonc,data/main/layer1/references/S017_violations.json
L1-0096,S017,TC7_AgriculturalExemption,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S017_payload_and_drop_restrictions.jsonc,data/main/layer1/references/S017_violations.json
L1-0097,S017,TC8_DropInCrowdArea,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,REJECT,DETERMINISTIC,REJECT,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S017_payload_and_drop_restrictions.jsonc,data/main/layer1/references/S017_violations.json
L1-0098,S018,TC1_SingleOperatorSingleDrone,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S018_multi_drone_coordination.jsonc,data/main/layer1/references/S018_violations.json
L1-0099,S018,TC2_SingleOperatorMultiDrones,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,REJECT,DETERMINISTIC,REJECT,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S018_multi_drone_coordination.jsonc,data/main/layer1/references/S018_violations.json
L1-0100,S018,TC3_MultiOperatorsSeparate,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S018_multi_drone_coordination.jsonc,data/main/layer1/references/S018_violations.json
L1-0101,S018,TC4_SeparationViolation,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,REJECT,DETERMINISTIC,REJECT,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S018_multi_drone_coordination.jsonc,data/main/layer1/references/S018_violations.json
L1-0102,S018,TC5_SwarmWithoutApproval,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,REJECT,DETERMINISTIC,REJECT,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S018_multi_drone_coordination.jsonc,data/main/layer1/references/S018_violations.json
L1-0103,S018,TC6_SwarmWithApproval,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S018_multi_drone_coordination.jsonc,data/main/layer1/references/S018_violations.json
L1-0104,S018,TC7_SequentialOperation,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S018_multi_drone_coordination.jsonc,data/main/layer1/references/S018_violations.json
L1-0105,S018,TC8_BoundarySeparation,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S018_multi_drone_coordination.jsonc,data/main/layer1/references/S018_violations.json
L1-0106,S019,TC1_UncontrolledAirspace,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S019_airspace_classification.jsonc,data/main/layer1/references/S019_violations.json
L1-0107,S019,TC2_ControlledAirspace,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,REJECT,DETERMINISTIC,REJECT,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S019_airspace_classification.jsonc,data/main/layer1/references/S019_violations.json
L1-0108,S019,TC3_ControlledAirspaceWithApproval,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S019_airspace_classification.jsonc,data/main/layer1/references/S019_violations.json
L1-0109,S019,TC4_RestrictedArea,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,REJECT,DETERMINISTIC,REJECT,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S019_airspace_classification.jsonc,data/main/layer1/references/S019_violations.json
L1-0110,S019,TC5_RestrictedAreaWithApproval,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S019_airspace_classification.jsonc,data/main/layer1/references/S019_violations.json
L1-0111,S020,TC1_ApprovalTooLate,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,REJECT,DETERMINISTIC,REJECT,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S020_approval_timeline.jsonc,data/main/layer1/references/S020_violations.json
L1-0112,S020,TC2_ApprovalOnTime,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S020_approval_timeline.jsonc,data/main/layer1/references/S020_violations.json
L1-0113,S020,TC3_EmergencyExemption,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S020_approval_timeline.jsonc,data/main/layer1/references/S020_violations.json
L1-0114,S020,TC4_UncontrolledAirspaceExempt,1,PRE_FLIGHT_AUTHORIZATION,AUTHORIZATION_DECISION,RAW,ANSWERABLE,APPROVE,DETERMINISTIC,APPROVE,FROZEN_SOURCE_LABEL,0,,data/main/layer1/scenarios/S020_approval_timeline.jsonc,data/main/layer1/references/S020_violations.json
