scenario_id,case_id,model_id,model,condition,task_type,endpoint_family,answerability,primary_outcome,decision_basis,rationale,rule_or_constraint,format_rerun
OFFICIAL_RECORD_CHECK_V1,S057,glm52_flagship,z-ai/glm-5.2,RAG_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,MIXED,"The dossier cites only a nominal 80 J impact-energy value with no system-specific evidence for actual descent energy, attachment integrity, or ground-warning audibility, while E01 indicates actual impact energy could substantially exceed 80 J. These are decision-critical evidentiary gaps, so a final adoption or rejection cannot be supported on the current record.","DEFER_DECISION: make no final adoption decision until specified decision-critical evidence is obtained; E01, E02, E03.",False
OFFICIAL_RECORD_CHECK_V1,S057,deepseek_v4_flash,deepseek/deepseek-v4-flash,RAW_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,INTERPRETIVE,"The dossier provides only a nominal 80 J impact-energy value without system-specific evidence for actual descent energy, attachment integrity, or ground warning audibility, making it impossible to assess the parachute's effectiveness. Therefore, the reviewer should defer the decision to allow the applicant to provide the missing evidence.","CASE record: missing evidence for descent energy, attachment integrity, ground warning audibility",False
OFFICIAL_RECORD_CHECK_V1,S057,deepseek_v4_flash,deepseek/deepseek-v4-flash,RAG_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,DETERMINISTIC,"The dossier lacks system-specific evidence for actual descent energy, attachment integrity, and ground warning audibility, which are critical to assessing ground risk. Evidence card E01 indicates that nominal 80 J may be unreliable, and E02 shows historical failures, but no data for this proposal. Therefore, a final decision cannot be made until this evidence is obtained.","The record's statement that the dossier provides no system-specific evidence for these factors, combined with the requirement for a SORA risk assessment (E03), necessitates deferral.",False
OFFICIAL_RECORD_CHECK_V1,S057,meta_muse_30b,meta/muse-glimmer-30b,RAW_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,INTERPRETIVE,"The current record cites only a nominal 80 J impact-energy value and lacks system-specific evidence for actual descent energy, attachment integrity, and audibility of ground warning. On this incomplete record the proposal cannot be safely adopted or rejected now.","CASE S057: dossier provides no system-specific evidence for actual descent energy, attachment integrity, or whether the ground warning can be heard",False
OFFICIAL_RECORD_CHECK_V1,S057,meta_muse_30b,meta/muse-glimmer-30b,RAG_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,REGULATORY,"The dossier provides only a nominal 80 J impact-energy value with no system-specific evidence for actual descent energy, attachment integrity, or audibility of the ground warning. The current record therefore lacks decision-critical evidence needed to assess ground risk for the special-category UAS proposal.","CASE S057 case_record: no system-specific evidence for actual descent energy, attachment integrity, or whether ground warning can be heard; endpoint_policy_card DEFER_DECISION: make no final adoption decision until specified decision-critical evidence is obtained.",False
OFFICIAL_RECORD_CHECK_V1,S058,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAW_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,INTERPRETIVE,"The proposal to move all reconnaissance UAS to the new site and cease monitoring at the original barrier lake cannot be responsibly adopted or rejected because the record explicitly lacks fleet size, relative risk at both sites, endurance, sensor coverage, and whether simultaneous monitoring is feasible. Without these critical inputs, the coordinator cannot assess whether the all-or-nothing reallocation is justified or whether a split allocation is possible.","CASE S058 record states: 'The record does not state fleet size, endurance, sensor coverage, communications, relative risk at the two sites, or whether both can be monitored at once.'",False
OFFICIAL_RECORD_CHECK_V1,S058,qwen38_flagship,qwen/qwen3.8-2.4t-a95b,RAG_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,DETERMINISTIC,"Evidence card E03 explicitly states that the record lacks fleet capacity, endurance, sensor coverage, communications assessment, relative risk comparison between the two sites, and any evidence that concurrent monitoring is infeasible. Without these decision-critical inputs, the coordinator cannot determine whether moving all reconnaissance UAS and abandoning the original site is justified or whether both sites can be covered simultaneously.","E03: no reconnaissance-fleet capacity, endurance, sensor coverage, communications assessment, comparison of risk at the two sites, or evidence that concurrent monitoring is infeasible is available in the record.",False
OFFICIAL_RECORD_CHECK_V1,S058,glm52_flagship,z-ai/glm-5.2,RAW_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,INTERPRETIVE,"The record lacks critical information such as fleet size, endurance, sensor coverage, and relative risk at the two sites needed to assess the safety of the proposed allocation. Because the proposal involves stopping all monitoring at the original site without establishing whether both sites can be monitored or the relative risks, the decision must be deferred until these facts are known.","The record does not state fleet size, endurance, sensor coverage, communications, relative risk at the two sites, or whether both can be monitored at once.",False
OFFICIAL_RECORD_CHECK_V1,S058,glm52_flagship,z-ai/glm-5.2,RAG_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,INTERPRETIVE,"The proposed plan would move all reconnaissance UAS to the new site and stop monitoring the original barrier lake, but the record lacks critical information on fleet capacity, endurance, sensor coverage, communications, relative risk, and the feasibility of concurrent monitoring (E03). Without this evidence, a final adoption decision cannot be safely made.","E03: The available record gives no reconnaissance-fleet capacity, endurance, sensor coverage, communications assessment, comparison of risk at the two sites, or evidence that concurrent monitoring is infeasible.",False
OFFICIAL_RECORD_CHECK_V1,S058,deepseek_v4_flash,deepseek/deepseek-v4-flash,RAW_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,UNANSWERABLE,UNANSWERABLE,INTERPRETIVE,"The record lacks critical information about fleet capacity, sensor coverage, and relative risk at both sites, making it impossible to determine whether the proposed reallocation is appropriate.",,False
OFFICIAL_RECORD_CHECK_V1,S058,deepseek_v4_flash,deepseek/deepseek-v4-flash,RAG_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,DETERMINISTIC,"The record lacks critical information about fleet capacity, endurance, and risk comparison, making it impossible to assess the proposed reallocation. Therefore, the decision is deferred until that evidence is obtained.","Evidence card E03 states that the record gives no reconnaissance-fleet capacity, endurance, sensor coverage, communications assessment, comparison of risk at the two sites, or evidence that concurrent monitoring is infeasible.",False
OFFICIAL_RECORD_CHECK_V1,S058,meta_muse_30b,meta/muse-glimmer-30b,RAW_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,UNANSWERABLE,UNANSWERABLE,DETERMINISTIC,"The case record lacks fleet size, endurance, sensor coverage, communications, and relative risk information needed to assess whether moving all reconnaissance UAS and stopping monitoring at the original site is safe or feasible.","CASE S058: record does not state fleet size, endurance, sensor coverage, communications, relative risk at the two sites, or whether both can be monitored at once",False
OFFICIAL_RECORD_CHECK_V1,S058,meta_muse_30b,meta/muse-glimmer-30b,RAG_SOURCE_PROBE_V1,RESOURCE_OR_POLICY_DECISION,PLAN_OR_ALLOCATION_DISPOSITION,ANSWERABLE,DEFER_DECISION,DETERMINISTIC,"The record confirms continuous monitoring of the original barrier lake and detection of a new downstream landslide, but provides no fleet capacity, endurance, coverage, communications, risk comparison, or feasibility of concurrent monitoring. Without decision-critical evidence the proposed reallocation cannot be assessed now.","CASE S058; evidence E03: no reconnaissance-fleet capacity, endurance, sensor coverage, communications assessment, comparison of risk at the two sites, or evidence that concurrent monitoring is infeasible.",False
